voyage_id,vessel_name,flag,place_of_slave_purchase,place_of_slave_disembarkation,total_embarked,total_disembarked,year_of_arrival,percent_men,percent_women,percent_children,captain's_name,resistance_label,sources
90298,Orrell,Great Britain,Gambia,Charleston,171,151,1753,,,,"Bennett, James",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'Donnan,IV,310<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'LList, 20 Feb 1753<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'Donnan,II,499<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>']"
90303,Minerva,Great Britain,Gambia,Charleston,320,274,1750,,,,"Jordan, Thomas",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'T70/1519<><p><em>British National Archive</em> (Kew) Treasury</p>', u'ADM68/198,227<><p><em>British National Archives</em>&nbsp;(Kew), Admiralty</p>']"
90304,Minerva,Great Britain,Gambia,Rappahannock,200,160,1752,,,,"Jordan, Thomas",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'T70/1519<><p><em>British National Archive</em> (Kew) Treasury</p>', u'Williams,676<>Williams, Gomer, <i>History of the Liverpool Privateers and Letters of Marque with an Account of the Liverpool Slave Trade</i> (London, 1897).', u'T70/29,f,34,37<><p><em>British National Archive</em> (Kew) Treasury</p>', u'Minch,150-51<>Minchinton, Walter E., Celia King, and Peter Waite (eds.), <i>Virginia</i><i> Slave Trade Statistics, 1698-1775</i> (Richmond, 1984).']"
90315,Tryton,Great Britain,Whydah,"Florida, port unspecified",352,287,1756,,,,"Boyd, Robert",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'C&S,380/MD/33,pp.315-22;/35,f.36<><i>Liverpool Record Office</i> (Liverpool, UK) 380 MD 33-36, Case and Southworth Papers', u'T70/1525<><p><em>British National Archive</em> (Kew) Treasury</p>']"
90338,Marques of Rockingham,Great Britain,Sierra Leone estuary,Rappahannock,225,200,1760,,,,"Evans, George",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'Donnan,IV,375<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'LList, 26 Sept 1760<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'Minch,150-51<>Minchinton, Walter E., Celia King, and Peter Waite (eds.), <i>Virginia</i><i> Slave Trade Statistics, 1698-1775</i> (Richmond, 1984).']"
90340,Marques of Rockingham,Great Britain,"Gold Coast, port unspecified",Annapolis,212,188,1762,,,,"Evans, George",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'LList, 17 Jan 1764<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'Walsh Maryland Database<>Walsh, Lorena, Database of slave trading voyages to Maryland', u'Walsh Virginia Database<>Walsh, Lorena, Database of slave trading voyages to Virginia']"
90343,True Blue,Great Britain,Benin,"Virginia, port unspecified",84,72,1753,,,,"Wade, Benjamin",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
90351,Barbados Merchant,Great Britain,"West Central Africa and St. Helena, port unspecified",Charleston,375,306,1751,,,,"Stewart, James<br/> Wilson, John",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
90357,Penelope,Great Britain,Gambia,Upper James River,300,208,1751,,,,"Gother, Anthony",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'T70/1519<><p><em>British National Archive</em> (Kew) Treasury</p>', u'T70/29,f,31v<><p><em>British National Archive</em> (Kew) Treasury</p>', u'Minch,146-47<>Minchinton, Walter E., Celia King, and Peter Waite (eds.), <i>Virginia</i><i> Slave Trade Statistics, 1698-1775</i> (Richmond, 1984).']"
90359,George,Great Britain,"West Central Africa and St. Helena, port unspecified",Lower James River,63,54,1752,,,,"Cooke, Charles",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'Williams,676<>Williams, Gomer, <i>History of the Liverpool Privateers and Letters of Marque with an Account of the Liverpool Slave Trade</i> (London, 1897).']"
90361,Nancy,Great Britain,Gambia,"Virginia, port unspecified",230,197,1753,,,,"Midgley, Thomas",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'Williams,677<>Williams, Gomer, <i>History of the Liverpool Privateers and Letters of Marque with an Account of the Liverpool Slave Trade</i> (London, 1897).', u'Donnan,II,499<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>']"
90370,Thomas and Martha,Great Britain,"Windward Coast, port unspecified","North Carolina, port unspecified",230,197,1755,,,,"Pedrick, Joseph",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
90394,Cavendish,Great Britain,Gambia,Charleston,135,120,1756,,,,"Buchan, John<br/> Walker, John",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'T70/1525<><p><em>British National Archive</em> (Kew) Treasury</p>', u'JRL, English MS 517 3(a)<><i>University of Manchester, John Rylands University Library</i> (Manchester, UK)']"
90395,Elijah,Great Britain,"Gold Coast, port unspecified",Annapolis,164,140,1752,,,,"Lowe, James",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'MMM,LivReg,1739-65<><i>Merseyside Maritime Museum</i> (Liverpool, UK) C/EX/L/2-6, Liverpool Statutory Registers of British Merchant Ships, 1739-1807', u'Walsh Maryland Database<>Walsh, Lorena, Database of slave trading voyages to Maryland']"
90399,Thomas,Great Britain,Gambia,Charleston,150,130,1753,,,,"Hutchinson, James",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'CO28/30,130<><p><em>British National Archives</em> (Kew) Colonial Office</p>', u'LList, 22 Dec 1752<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'LList, 6 July 1753<><i>Lloyds\u2019 Lists (1741, 1744, 1747-53, 1755, 1757-58, 1760-77, 1779-1808)</i>', u'T70/30,27<><p><em>British National Archive</em> (Kew) Treasury</p>', u'Donnan,II,499<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'Donnan,IV,310<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'SCG,53.05.21.<><p><em>South Carolina Gazette</em>, (Charleston, U.S.A.)</p>']"
90404,Alice Gally,Great Britain,"Gold Coast, port unspecified",York River,319,260,1752,,,,"Jackson, Richard",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'Donnan,II,497<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>']"
90413,Elizabeth,Great Britain,Gambia,"Virginia, port unspecified",150,130,1752,,,,"Hayes, William",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'T70/1519<><p><em>British National Archive</em> (Kew) Treasury</p>', u'Williams,676<>Williams, Gomer, <i>History of the Liverpool Privateers and Letters of Marque with an Account of the Liverpool Slave Trade</i> (London, 1897).', u'T70/29,f,37v<><p><em>British National Archive</em> (Kew) Treasury</p>', u'Minch,150-51<>Minchinton, Walter E., Celia King, and Peter Waite (eds.), <i>Virginia</i><i> Slave Trade Statistics, 1698-1775</i> (Richmond, 1984).']"
90416,Gildart,Great Britain,Gambia,"Virginia, port unspecified",169,150,1744,,,,"Holme, Richard",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'DailyG,44.10.03<><p>Daily Gazeteer (London)</p>', u'DailyG,44.11.06<><p>Daily Gazeteer (London)</p>', u'DP,44.12.18<><i>Daily Post</i>', u'DailyG,45.04.11<><p>Daily Gazeteer (London)</p>', u'CO388/43 B 98<><p><em>British National Archives</em> (Kew) Colonial Office</p>']"
90427,Susanna,Great Britain,"Africa., port unspecified",York River,225,200,1749,,,,"Fryer, Edward",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'Minch,140-41<>Minchinton, Walter E., Celia King, and Peter Waite (eds.), <i>Virginia</i><i> Slave Trade Statistics, 1698-1775</i> (Richmond, 1984).']"
90466,Rainbow,Great Britain,Benin,Charleston,250,201,1758,,,,"Harrison, Joseph",Slave insurrection,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'Donnan,IV,370-2<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>']"
90467,Rainbow,Great Britain,Gambia,Charleston,117,100,1759,,,,"Harrison, Joseph",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'Donnan,IV,372<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'CO5/510<><p><em>British National Archives</em> (Kew) Colonial Office</p>']"
90472,Benn,Great Britain,Calabar,Charleston,429,350,1756,,,,"Naylor, Thomas<br/> Sherman, James",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'Donnan,IV,338<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u""RWJ,56.07.24.<><i>Read's Weekly Journal; or, British Gazetteer</i>""]"
90514,Orrel,Great Britain,Gambia,"South Carolina, port unspecified",205,170,1754,0.5122,0.25,0.2378,"Bennett, James",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'T70/1523<><p><em>British National Archive</em> (Kew) Treasury</p>', u'Donnan,IV,310<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u""RWJ,54.10.19.<><i>Read's Weekly Journal; or, British Gazetteer</i>"", u'A&L,1753-58, 56-7<><p>Austin &amp; Laurens Account Book, 1753-1758, Beinecke Library, Yale University, New Haven, CT</p>\n<p>&nbsp;</p>']"
90515,Orrel,Great Britain,Gambia,Charleston,143,133,1755,,,,"Bennett, James",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'Donnan,IV,314,330-1,333<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>']"
90538,Hardman,Great Britain,Gambia,Charleston,180,152,1758,,,,"Jordan, Thomas",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'T70/1528<><p><em>British National Archive</em> (Kew) Treasury</p>', u'T70/1529<><p><em>British National Archive</em> (Kew) Treasury</p>']"
90556,Mears,Great Britain,"Gold Coast, port unspecified",Charleston,270,243,1758,,,,"Berrill, Chris",Slave insurrection,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
90574,Prospect,Great Britain,Sherbro,"Maryland, port unspecified",148,131,1758,,,,"Grayson, Robert",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
90620,Phoebe,Great Britain,"Africa., port unspecified",Charleston,230,197,1757,,,,"Giball, John<br/> Bennet, James",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
90621,Phoebe,Great Britain,Gambia,Charleston,180,161,1758,0.50714,0.17143,0.32143,"Bennett, James",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'T70/1528<><p><em>British National Archive</em> (Kew) Treasury</p>', u'T70/1529<><p><em>British National Archive</em> (Kew) Treasury</p>', u""RWJ,59.03.24.<><i>Read's Weekly Journal; or, British Gazetteer</i>"", u'A&L,1753-58, 169-70<><p>Austin &amp; Laurens Account Book, 1753-1758, Beinecke Library, Yale University, New Haven, CT</p>\n<p>&nbsp;</p>']"
90643,Lintot,Great Britain,Calabar,Charleston,230,197,1757,,,,"Lace, Ambrose",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
90646,Enterprize,Great Britain,"Africa., port unspecified",Charleston,42,33,1755,,,,"Arnold, James",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
90648,Charming Esther,Great Britain,"Gold Coast, port unspecified",Charleston,238,204,1760,,,,"Hamilton, John",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'Donnan,IV,375<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'CO5/510<><p><em>British National Archives</em> (Kew) Colonial Office</p>']"
90667,Middleton,Great Britain,"Windward Coast, port unspecified",Charleston,228,186,1758,,,,"Walker, John",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
90668,Middleton,Great Britain,Anomabu,Charleston,235,155,1760,,,,"Walker, John",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'Donnan,IV,375<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>']"
90670,Mary,Great Britain,Bonny,Rappahannock,228,128,1760,,,,"Kelly, John<br/> Cottyman, Thomas<br/> Kerr, Daniel",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'Minch,160-61<>Minchinton, Walter E., Celia King, and Peter Waite (eds.), <i>Virginia</i><i> Slave Trade Statistics, 1698-1775</i> (Richmond, 1984).']"
90684,Glory,Great Britain,"West Central Africa and St. Helena, port unspecified",Charleston,936,764,1758,,,,"Clemens, James",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
90694,Nancy,Great Britain,"Gold Coast, port unspecified",Charleston,290,252,1758,0.49798,0.13765,0.36437,"Darbyshire, Ralph",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'A&L,1753-58, 166-68<><p>Austin &amp; Laurens Account Book, 1753-1758, Beinecke Library, Yale University, New Haven, CT</p>\n<p>&nbsp;</p>']"
90696,Polly,Great Britain,Gambia,Charleston,145,118,1758,0.47458,0.20339,0.32203,"Corbett, John<br/> Lloyd, Edward",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'A&L,1753-58, 158-59<><p>Austin &amp; Laurens Account Book, 1753-1758, Beinecke Library, Yale University, New Haven, CT</p>\n<p>&nbsp;</p>']"
90710,Venus,Great Britain,Gambia,North Potomac,140,130,1759,,,,"Anyon, Timothy",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'T70/1530,List of Arrivals and Departures<><p><em>British National Archive</em> (Kew) Treasury</p>', u'Walsh Maryland Database<>Walsh, Lorena, Database of slave trading voyages to Maryland']"
90717,Britannia,Great Britain,"West Central Africa and St. Helena, port unspecified",Charleston,270,220,1765,,,,"Witherington, Robert",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u""LR1764<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London).""]"
90725,Molly,Great Britain,Anomabu,Charleston,74,59,1758,0.30189,0.16981,0.5283,"Bassnett, Thomas",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'A&L,1753-58, 165<><p>Austin &amp; Laurens Account Book, 1753-1758, Beinecke Library, Yale University, New Haven, CT</p>\n<p>&nbsp;</p>']"
90734,Marlborough,Great Britain,"Bight of Benin, port unspecified",Charleston,359,293,1759,,,,"Lace, Ambrose",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'Donnan,IV,372<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>', u'CO5/510<><p><em>British National Archives</em> (Kew) Colonial Office</p>']"
90736,Marlborough,Great Britain,"West Central Africa and St. Helena, port unspecified",Charleston,322,263,1762,,,,"Benson, William<br/> Jones, Matthew",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'Donnan,IV,380<><p>Donnan, Elizabeth (ed.),&nbsp;<em>Documents Illustrative of the Slave Trade to the Americas</em> , 4 vols. (Washington, DC, 1930-35)</p>']"
90738,Willy,Great Britain,Gambia,"Virginia, port unspecified",80,71,1759,,,,"Clarke, William",,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).', u'T70/1530,List of Arrivals and Departures<><p><em>British National Archive</em> (Kew) Treasury</p>']"
90746,Ann and Betty,Great Britain,"Windward Coast, port unspecified","Virginia, port unspecified",139,123,1758,,,,"Nichols, Timothy",Vessel attacked from shore,"[u'LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).']"
