voyage_id	vessel_name	flag	place_of_slave_purchase	place_of_slave_disembarkation	total_embarked	total_disembarked	year_of_arrival	percent_men	percent_women	percent_children	captain's_name	resistance_label
107549	Bruce Hope	Great Britain	Bermuda	New York	2	1	1726	0	1	0	Cathcart, Rob	
107550	Francis and Catherine	Great Britain	Barbados, port unspecified	New York	5	4	1726				Young, John	
107551	Margaret and Mary	Great Britain	Barbados, port unspecified	New York	3	2	1726				Simmons, Peter	
107552	Walter	Great Britain	Jamaica, port unspecified	New York	13	12	1726				Darcey, James	
107553	Three Friends	Great Britain	Antigua, port unspecified	New York	5	4	1726				Mackie, George	
107554	Mary	Great Britain	Jamaica, port unspecified	New York	6	5	1726				Lawrence, Dennis	
107555	Jacob	Great Britain	Jamaica, port unspecified	New York	2	1	1726				Smith, William	
107556	Morning Star	Great Britain	Jamaica, port unspecified	New York	5	4	1726				Marscollock, Andrew	
107557	Sarah Gally	Great Britain	Barbados, port unspecified	New York	2	1	1726				Furnell, Orgon	
107558	Mary	Great Britain	Jamaica, port unspecified	New York	10	9	1726				Marston, John	
107559	Two Brothers	Great Britain	South Carolina, port unspecified	New York	2	1	1726				Kierstead, John	
107560	Endeavour	Great Britain	South Carolina, port unspecified	New York	33	32	1726				Dudley, John	
107561	Four Sisters	Great Britain	St. Thomas	New York	2	1	1726				White, William	
107562	Francis and Catherine	Great Britain	Jamaica, port unspecified	New York	4	3	1726				Young, John	
107563	Jolly	Great Britain	St. Thomas	New York	5	4	1727				Theobalds, Rob	
107564	Elizabeth	Great Britain	Curacao	New York	4	3	1727				Roe, Henry	
107565	Jacob	Great Britain	Jamaica, port unspecified	New York	5	4	1727				Smith, William	
107566	Anne and Elizabeth	Great Britain	Jamaica, port unspecified	New York	13	12	1727				Ware, Thomas	
107567	Burnet	Great Britain	Barbados, port unspecified	New York	2	1	1727	0	1	0	Muttlow, John	
107568	Francis and Catherine	Great Britain	Jamaica, port unspecified	New York	8	7	1727				Young, John	
107569	Mary and Anne	Great Britain	Jamaica, port unspecified	New York	3	2	1727				Harvey, Samuel	
107570	Three Friends	Great Britain	Antigua, port unspecified	New York	8	7	1727				Mackie, George	
107571	Margaret and Mary	Great Britain	St. Thomas	New York	8	7	1727				Simmons, Peter	
107572	Four Sisters	Great Britain	Jamaica, port unspecified	New York	5	4	1727				Mackentoosh, James	
107573	Ranger	Great Britain	Antigua, port unspecified	New York	3	2	1727				Royal, Joseph	
107574	Walter	Great Britain	Jamaica, port unspecified	New York	10	9	1727				Burdett, James	
107575	Two Sisters	Great Britain	Barbados, port unspecified	New York	2	1	1727				Smith, Josias	
107576	Dolphin	Great Britain	Bermuda	New York	3	2	1727				Stead, John	
107577	Mary	Great Britain	Curacao	New York	2	1	1727				Lawrence, Henry	
107578	Jolly	Great Britain	St. Thomas	New York	2	1	1727				Theobalds, Rob	
107579	Mary	Great Britain	Jamaica, port unspecified	New York	19	18	1727				Marston, John	
107580	Warwick	Great Britain	Jamaica, port unspecified	New York	15	14	1727				MackPherson, John	
107581	Bruce Hope	Great Britain	Bermuda	New York	2	1	1727				Cathcart, Rob	
107582	Swallow	Great Britain	Jamaica, port unspecified	New York	3	2	1727				Jiggles, William	
107583	King George	Great Britain	Jamaica, port unspecified	New York	36	35	1727				Payton, Samuel	
107584	Anne and Elizabeth	Great Britain	St. Thomas	New York	9	8	1727				Ware, Thomas	
107585	Jane	Great Britain	Barbados, port unspecified	New York	11	10	1727				Glover, William	
107586	Mary and Anne	Great Britain	Jamaica, port unspecified	New York	2	1	1727				Harvey, Samuel	
107587	Prince Frederick	Great Britain	New Providence	New York	2	1	1727				Whittier, Thomas	
107588	Duke of Portland	Great Britain	Barbados, port unspecified	New York	5	4	1727				Thody, Michael	
107589	Abigail	Great Britain	Curacao	New York	5	4	1727				Lovitt, Ichabod	
107590	Prospect	Great Britain	Jamaica, port unspecified	New York	32	31	1727				Bowers, John	
107591	Jacob	Great Britain	Jamaica, port unspecified	New York	2	1	1727				Smith, William	
107592	Eagle	Great Britain	Jamaica, port unspecified	New York	16	15	1727				Bloom, Daniel	
107593	Peter and John	Great Britain	Jamaica, port unspecified	New York	3	2	1727				Bissett, Andrew	
107594	Blessing	Great Britain	Bermuda	New York	4	3	1727				Morgan, Thomas	
107595	Patience	Great Britain	Curacao	New York	2	1	1727				Bodin, Vincent	
107596	James and David	Great Britain	Rhode Island, port unspecified	New York	2	1	1727				Coden, James	
107597	Essex	Great Britain	Barbados, port unspecified	New York	2	1	1728				Fitch, Thomas	
107598	Patience	Great Britain	South Carolina, port unspecified	New York	2	1	1728				Bodin, Vincent	
107599	Duke of Portland	Great Britain	Jamaica, port unspecified	New York	29	28	1728				Thody, Michael	
107600	Swallow	Great Britain	Jamaica, port unspecified	New York	7	6	1728				Jiggles, William	
107601	Old Soldier	Great Britain	Bermuda	New York	4	3	1728				Cox, Isaac	
107602	Mary	Great Britain	Boston	New York	2	1	1728				Beckman, William	
107603	Two Friends	Great Britain	Antigua, port unspecified	New York	6	5	1728				Fuller, Henry	
107604	Norris	Great Britain	Barbados, port unspecified	New York	4	3	1728				Hume, Alexander	
107605	Peter and John	Great Britain	Barbados, port unspecified	New York	4	3	1728				Bissett, Andrew	
107606	Two Sisters	Great Britain	Barbados, port unspecified	New York	3	2	1728				Smith, Josias	
107607	Susanah	Great Britain	Bermuda	New York	2	1	1728				Burrows, Stephen	
107608	Mary	Great Britain	Jamaica, port unspecified	New York	31	30	1728				Marston, John	
107609	Elizabeth	Great Britain	Jamaica, port unspecified	New York	10	9	1728				Roe, Henry	
107611	Olive Branch	Great Britain	Barbados, port unspecified	New York	5	4	1728				Haskell, Joseph	
107612	Two Friends	Great Britain	Antigua, port unspecified	New York	5	4	1728				Harvey, Samuel	
107613	Mary	Great Britain	Boston	New York	2	1	1728				Deane, John	
107614	Black Eyed Susan	Great Britain	Curacao	New York	1	1	1728				Cockrom (a) Gorcum, Phil	
107615	Dolphin	Great Britain	Montserrat, port unspecified	New York	3	2	1728				Martin, Michael	
107616	Westmorland	Great Britain	Jamaica, port unspecified	New York	6	5	1728				Bills, Ben	
107617	Elizabeth	Great Britain	Jamaica, port unspecified	New York	3	2	1728				Mansfield, Andrew	
107618	Frances	Great Britain	Jamaica, port unspecified	New York	9	8	1728				Young, John	
107619	Two Friends	Great Britain	Antigua, port unspecified	New York	2	1	1728				Harvey, Samuel	
107620	Thomas and Mary	Great Britain	St. Thomas	New York	3	2	1728				Juskin, Francis	
107621	Mary	Great Britain	Cartagena	New York	2	1	1728				Kip, Jacobus	
107622	Rubie	Great Britain	Jamaica, port unspecified	New York	6	5	1728				Marschalk, Andrew Jr.	
107623	Speedwell	Great Britain	Boston	New York	2	1	1728				Schermerhorn, Arnout	
107624	Mary	Great Britain	Jamaica, port unspecified	New York	2	1	1728				Ware, Thomas	
107625	Mary	Great Britain	New York	Virginia, port unspecified	2	2	1728				Lawrence, Henry	
107627	Prince William	Great Britain	Jamaica, port unspecified	New York	2	1	1729				Smith, William	
107628	Thomas and Mary	Great Britain	St. Thomas	New York	2	1	1729				Judkin, Francis	
107629	Two Friends	Great Britain	Antigua, port unspecified	New York	3	2	1729				Morgan, Joseph	
107630	Anna	Great Britain	South Carolina, port unspecified	New York	2	1	1729				Wyatt, Ebenezer	
107631	Essex	Great Britain	Antigua, port unspecified	New York	2	1	1729				Fitch, Thomas	
107632	Mary	Great Britain	New York	Maryland, port unspecified	3	3	1729				Vanpelt, John Jr.	
107633	Rubie	Great Britain	Jamaica, port unspecified	New York	3	2	1729				Geddes, William	
107634	Susanah	Great Britain	Bermuda	New York	5	4	1729				Young, Henry	
107635	Samuel	Great Britain	Curacao	New York	3	2	1729				Morgat, Peter	
107636	John and Mary	Great Britain	Jamaica, port unspecified	New York	2	1	1729				Wheir, William	
107637	Don Carlos	Great Britain	Antigua, port unspecified	New York	48	47	1729				Tannalt, Thomas	
107638	Catherine and Mary	Great Britain	Barbados, port unspecified	New York	8	7	1729				Beckman, Henry	
107639	Dove	Great Britain	Jamaica, port unspecified	New York	2	1	1729				Sarley, Jacob	
107640	Rubie	Great Britain	Jamaica, port unspecified	New York	4	3	1729				Marschalk, Andrew Jr.	
107641	Prince Frederick	Great Britain	South Carolina, port unspecified	New York	3	2	1729				Whier, George	
107642	Frances	Great Britain	Barbados, port unspecified	New York	12	11	1729				Young, John	
107643	Little Mary	Great Britain	Bermuda	New York	2	1	1729				Bethell, John	
107644	Mary	Great Britain	Jamaica, port unspecified	New York	2	1	1729				Ware, Thomas	
107645	Mary	Great Britain	North Carolina, port unspecified	New York	3	2	1729				Vanpelt, John Jr.	
107646	Two Sisters	Great Britain	Barbados, port unspecified	New York	2	1	1729				Theobaldis, Robert	
107647	Walter	Great Britain	St. Thomas	New York	6	5	1729				Garter, Garret	
107648	Abigail	Great Britain	Suriname	New York	5	4	1729				Lovitt, Ichabod	
107649	Thomas and Mary	Great Britain	St. Thomas	New York	2	1	1729				Judkin, Francis	
107650	Black Eyed Susan	Great Britain	Delaware, port unspecified	New York	2	1	1729				Hinman, Joseph	
107651	Burnet	Great Britain	St. Eustatius	New York	2	1	1729				McBride, Hend.	
107652	John	Great Britain	Barbados, port unspecified	New York	9	8	1729				Bisset, Andrew	
107653	Friendship	Great Britain	Barbados, port unspecified	New York	3	2	1729				Burrows, William	
107654	Anne (a) Anna	Great Britain	Curacao	New York	3	3	1729				Bedford, John	
107655	Judith and Rebecca	Great Britain	Jamaica, port unspecified	New York	4	3	1729				Clarke, John	
107656	Mary	Great Britain	Jamaica, port unspecified	New York	2	1	1729				Kip, Jacobus	
107657	Anne and Elizabeth	Great Britain	Antigua, port unspecified	New York	10	9	1729				Tucker, Mansfield	
107658	Mary	Great Britain	Jamaica, port unspecified	New York	11	10	1729				Wills, Edwin	
107659	Samuel	Great Britain	Antigua, port unspecified	New York	24	23	1729				Morgat, Peter	
107660	Catherine and Mary	Great Britain	Jamaica, port unspecified	New York	2	1	1729				Beckman, Henry	
107661	Prince William	Great Britain	Jamaica, port unspecified	New York	2	1	1729				Smith, William	
107662	Frances	Great Britain	Jamaica, port unspecified	New York	2	1	1729				Young, John	
107663	Phoebe	Great Britain	Rhode Island, port unspecified	New York	5	4	1729				Burns, Thomas	
107664	True Blue	Great Britain	Montserrat, port unspecified	New York	11	10	1729				Williams, John	
107665	Sarah	Great Britain	Barbados, port unspecified	New York	8	7	1729				Newbold, Richard	
107666	Exchange	Great Britain	Antigua, port unspecified	New York	4	3	1729				Leacraft, George	
107667	Lancashire	Great Britain	Bermuda	New York	6	5	1729				Forster, Thomas	
107668	Rose	Great Britain	Jamaica, port unspecified	New York	2	1	1729				Tucker, Jonathan	
107669	Mary	Great Britain	Curacao	New York	3	2	1729				Lawrence, Henry	
107670	Elizabeth	Great Britain	Antigua, port unspecified	New York	4	3	1729				Roe, Henry	
107671	Anne and Elizabeth	Great Britain	Barbados, port unspecified	New York	2	1	1729				Tucker, Mansfield	
107672	Mary	Great Britain	Boston	New York	2	1	1729				Wills, Edwin	
107673	Phoebe	Great Britain	New York	New York	1	1	1730				Wyatt, Ebenezer	
107674	Duke of Portland	Great Britain	Jamaica, port unspecified	New York	3	2	1730				Thody, Michael	
107675	Francis	Great Britain	Antigua, port unspecified	New York	10	9	1730				Smith, William	
107676	Essex	Great Britain	Barbados, port unspecified	New York	2	1	1730				Fitch, Thomas	
107677	Speedwell	Great Britain	Boston	New York	2	1	1730				Schermerhorn, Arnout	
107678	Providence	Great Britain	Jamaica, port unspecified	New York	3	2	1730				Phoenix, Alexander	
107679	Jacob	Great Britain	St. Kitts, port unspecified	New York	32	31	1730				Phenix, Jacob	
107681	Elizabeth	Great Britain	Suriname	New York	3	2	1730				Mansfield, Andrew	
107682	Rubie	Great Britain	Jamaica, port unspecified	New York	2	1	1730				Marschalk, Andrew Jr.	
107683	Mary Anne	Great Britain	Antigua, port unspecified	New York	2	1	1730				Bickford, D.	
107684	Anne and Elizabeth	Great Britain	St. Thomas	New York	5	4	1730				Tucker, Mansfield	
107685	Swallow	Great Britain	Jamaica, port unspecified	New York	4	3	1730				Jiggles, William	
107686	Samuel	Great Britain	Barbados, port unspecified	New York	3	2	1730				Morgat, Peter	
107687	Speedwell	Great Britain	Boston	New York	3	2	1730				Schermerhorn, Arnout	
107688	Thomas and Mary	Great Britain	St. Thomas	New York	4	3	1730				Judkin, Francis	
107689	Elizabeth	Great Britain	Antigua, port unspecified	New York	7	6	1730				Roe, Henry	
107690	Lamb	Great Britain	Barbados, port unspecified	New York	4	3	1730				Blake, John	
107691	Frances	Great Britain	Barbados, port unspecified	New York	3	2	1730				Young, John	
107692	Joanna	Great Britain	Jamaica, port unspecified	New York	2	1	1730				Payton, Samuel	
107693	Francis	Great Britain	Antigua, port unspecified	New York	17	16	1730				Smith, William	
107694	Charming Philas	Great Britain	Jamaica, port unspecified	New York	2	1	1730				Ratsey, Linth.	
107695	Jacob	Great Britain	St. Eustatius	New York	2	1	1730				Phenix, Jacob	
107696	Two Friends	Great Britain	Antigua, port unspecified	New York	10	9	1730				Sutcliffe, John	
107697	Humbird	Great Britain	Boston	New York	2	1	1730				Maul, Peter	
107698	Nonesuch	Great Britain	Curacao	New York	7	6	1730				Smith, John	
107699	Anne	Great Britain	Jamaica, port unspecified	New York	3	2	1730				Hill, Thomas	
107700	Duke of Portland	Great Britain	Jamaica, port unspecified	New York	11	10	1730				Mutlow, John	
107701	Essex	Great Britain	Antigua, port unspecified	New York	2	1	1730				Fitch, Thomas	
107702	Mary	Great Britain	Boston	New York	2	1	1730				Beckman, William	
107703	Westmorland	Great Britain	Jamaica, port unspecified	New York	4	3	1730				Vaughan, Jason	
107704	Katherine	Great Britain	Hispaniola, unspecified	New York	8	7	1730				Kurstead, Jacobus	
107705	Thomas and Mary	Great Britain	St. Thomas	New York	2	1	1730				Judkin, Francis	
107706	Katherine	Great Britain	Nevis, port unspecified	New York	2	1	1730				Sharpers, Robert	
107707	Prince Frederick	Great Britain	South Carolina, port unspecified	New York	3	2	1730				White, George	
107708	Dolphin	Great Britain	Jamaica, port unspecified	New York	6	5	1730				Marston, John	
107709	Anne	Great Britain	Jamaica, port unspecified	New York	5	4	1730				Hunt, John	
107710	Unity	Great Britain	Curacao	New York	3	2	1730				Young, Henry	
107711	Byam	Great Britain	Antigua, port unspecified	New York	3	2	1730				Thodey, Michael	
107712	Trial	Great Britain	Barbados, port unspecified	New York	14	13	1730				Lushe, John	
107713	Tamandare	Netherlands	Brazil, port unspecified	New York	13	12	1646					
107714	 	Great Britain	Prize (unknown place)	New York	4	3	1636				Ax, [Samuel?]	
107715	Night's Ramble	Great Britain	Boston	New York	2	1	1731				Burns, Thomas	
107716	Byam	Great Britain	Antigua, port unspecified	New York	5	4	1731				Thodey, Michael	
107717	Francis	Great Britain	Antigua, port unspecified	New York	7	6	1731				Smith, William	
107718	Anne and Elizabeth	Great Britain	Barbados, port unspecified	New York	12	11	1731				Phenix, Alex	
107719	Abigail	Great Britain	Suriname	New York	2	1	1731				Ralsey, Robert	
107720	Pearl	Great Britain	Jamaica, port unspecified	New York	8	7	1731				Fred, Joseph	
107721	Mary	Great Britain	Jamaica, port unspecified	New York	5	4	1731				Ware, Thomas	
107722	Mary	Great Britain	Nevis, port unspecified	New York	4	3	1731				Wentworth, Hugh	
107723	Duke of Portland	Great Britain	Jamaica, port unspecified	New York	4	3	1731				Mullon, John	
107724	Dolphin	Great Britain	Barbados, port unspecified	New York	26	25	1731				Marston, Joseph	
107725	Anitgua Gally	Great Britain	Antigua, port unspecified	New York	15	14	1731				Sutcliffe, Robert	
107726	Unity	Great Britain	Curacao	New York	2	1	1731				Young, Henry	
107727	Katherine	Great Britain	Jamaica, port unspecified	New York	7	6	1731				Young, Henry	
107728	Dove	Great Britain	New Providence	New York	8	7	1731				Wychingham, John	
107729	Swallow	Great Britain	St. Kitts, port unspecified	New York	7	6	1731				Jeggels, William	
107730	Albany	Great Britain	Barbados, port unspecified	New York	4	3	1731				Sipkins, Burger	
107731	Garret	Great Britain	Suriname	New York	3	2	1731				Wiott, Phil	
107732	Anne and Elizabeth	Great Britain	Jamaica, port unspecified	New York	2	1	1731				Phenix, Alex	
107733	Pelican	Great Britain	Montserrat, port unspecified	New York	5	4	1731				Parker, Bedford	
107734	Elizabeth	Great Britain	South Carolina, port unspecified	New York	2	1	1731				Tittle, Edward	
107735	Mary	Great Britain	Barbados, port unspecified	New York	4	3	1731				Smith, Josias	
107736	Francis	Great Britain	Antigua, port unspecified	New York	25	24	1731				Smith, William	
107737	Dolphin	Great Britain	Jamaica, port unspecified	New York	3	2	1731				Marston, Joseph	
107738	Unity	Great Britain	Lucea (a) St. Lucea	New York	2	1	1731				Hunt, Joseph	
107739	William	Great Britain	Barbados, port unspecified	New York	3	2	1731				Phenix, Jacob	
107740	Swallow	Great Britain	Jamaica, port unspecified	New York	6	5	1731				Jeggels, William	
107741	Joanna	Great Britain	Jamaica, port unspecified	New York	7	6	1731				Payton, Samuel	
107742	Ann	Great Britain	Jamaica, port unspecified	New York	6	5	1731				Hill, Thomas	
107743	Katherine	Great Britain	Nevis, port unspecified	New York	2	1	1731				Sharpless, Robert	
107744	Peter and John	Great Britain	St. Thomas	New York	6	5	1732				Lawrence, John	
